method,ratio,user_id,trip_id,pred_center_id_rerun,pred_center_id_saved,_merge,exact_region_match
grid_full_prefix,0.25,17,20090420110816,3,3,both,True
grid_full_prefix,0.25,17,20090420235733,0,0,both,True
grid_full_prefix,0.25,17,20090421124855,0,0,both,True
grid_full_prefix,0.25,17,20090421234946,0,0,both,True
grid_full_prefix,0.25,17,20090513094309,0,0,both,True
grid_full_prefix,0.25,17,20090513232947,0,0,both,True
grid_full_prefix,0.25,17,20090514090933,0,0,both,True
grid_full_prefix,0.25,17,20090515020800,0,0,both,True
grid_full_prefix,0.25,17,20090516010239,0,0,both,True
grid_full_prefix,0.25,17,20090517033915,0,0,both,True
grid_full_prefix,0.25,17,20090517054300,3,3,both,True
grid_full_prefix,0.25,17,20090519003045,0,0,both,True
grid_full_prefix,0.25,17,20090520231518,0,0,both,True
grid_full_prefix,0.25,17,20090521234308,0,0,both,True
grid_full_prefix,0.25,17,20090523022436,0,0,both,True
grid_full_prefix,0.25,17,20090524232403,0,0,both,True
grid_full_prefix,0.25,17,20090526051336,0,0,both,True
grid_full_prefix,0.25,17,20090528012914,63,63,both,True
grid_full_prefix,0.25,17,20090530054703,0,0,both,True
grid_full_prefix,0.25,17,20090531001952,0,0,both,True
grid_full_prefix,0.25,17,20090601000744,0,0,both,True
grid_full_prefix,0.25,17,20090601235202,3,3,both,True
grid_full_prefix,0.25,17,20090602131142,0,0,both,True
grid_full_prefix,0.25,17,20090603233338,0,0,both,True
grid_full_prefix,0.25,17,20090604232209,0,0,both,True
grid_full_prefix,0.25,17,20090607021214,0,0,both,True
grid_full_prefix,0.25,17,20090607234645,0,0,both,True
grid_full_prefix,0.25,17,20090608233046,0,0,both,True
grid_full_prefix,0.25,17,20090609233900,0,0,both,True
grid_full_prefix,0.25,17,20090610135201,0,0,both,True
grid_full_prefix,0.25,17,20090610232548,0,0,both,True
grid_full_prefix,0.25,17,20090611234447,0,0,both,True
grid_full_prefix,0.25,17,20090613010507,0,0,both,True
grid_full_prefix,0.25,17,20090613144446,0,0,both,True
grid_full_prefix,0.25,17,20090613231704,0,0,both,True
grid_full_prefix,0.25,17,20090614233331,0,0,both,True
grid_full_prefix,0.25,17,20090615233906,0,0,both,True
grid_full_prefix,0.25,17,20090617131111,3,3,both,True
grid_full_prefix,0.25,17,20090617235133,0,0,both,True
grid_full_prefix,0.25,17,20090618235545,0,0,both,True
grid_full_prefix,0.25,17,20090619234854,3,3,both,True
grid_full_prefix,0.25,17,20090621012524,0,0,both,True
grid_full_prefix,0.25,17,20090621094628,0,0,both,True
grid_full_prefix,0.25,17,20090623000214,3,3,both,True
grid_full_prefix,0.25,17,20090623141709,0,0,both,True
grid_full_prefix,0.25,17,20090624121832,3,3,both,True
grid_full_prefix,0.25,17,20090625014745,0,0,both,True
grid_full_prefix,0.25,17,20090625232715,0,0,both,True
grid_full_prefix,0.25,17,20090627012536,0,0,both,True
grid_full_prefix,0.25,17,20090628013245,0,0,both,True
grid_full_prefix,0.25,17,20090630001301,53,53,both,True
grid_full_prefix,0.25,17,20090702000608,3,3,both,True
grid_full_prefix,0.25,17,20090702094931,0,0,both,True
grid_full_prefix,0.25,17,20090703000110,0,0,both,True
grid_full_prefix,0.25,17,20090704063554,0,0,both,True
grid_full_prefix,0.25,19,20081208063648,4,4,both,True
grid_full_prefix,0.25,19,20081208093749,25,25,both,True
grid_full_prefix,0.25,19,20081208115451,0,0,both,True
grid_full_prefix,0.25,19,20081209002742,4,4,both,True
grid_full_prefix,0.25,19,20081209101839,0,0,both,True
grid_full_prefix,0.25,19,20081209125837,0,0,both,True
grid_full_prefix,0.25,19,20081209150349,0,0,both,True
grid_full_prefix,0.25,19,20081210051634,4,4,both,True
grid_full_prefix,0.25,19,20081210055142,0,0,both,True
grid_full_prefix,0.25,19,20081210062239,0,0,both,True
grid_full_prefix,0.25,19,20081210085203,0,0,both,True
grid_full_prefix,0.25,19,20081210093504,0,0,both,True
grid_full_prefix,0.25,19,20081211001406,0,0,both,True
grid_full_prefix,0.25,19,20081211024057,23,23,both,True
grid_full_prefix,0.25,19,20081211034454,5,5,both,True
grid_full_prefix,0.25,19,20081211044214,0,0,both,True
grid_full_prefix,0.25,19,20081213075114,0,0,both,True
grid_full_prefix,0.25,19,20081214002807,0,0,both,True
grid_full_prefix,0.25,19,20081214092748,6,6,both,True
grid_full_prefix,0.25,20,20111115013237,1,1,both,True
grid_full_prefix,0.25,20,20111116153831,0,0,both,True
grid_full_prefix,0.25,20,20111117020931,1,1,both,True
grid_full_prefix,0.25,20,20111118101629,1,1,both,True
grid_full_prefix,0.25,20,20111119042142,1,1,both,True
grid_full_prefix,0.25,20,20111119155101,0,0,both,True
grid_full_prefix,0.25,20,20111120161356,0,0,both,True
grid_full_prefix,0.25,20,20111121013035,1,1,both,True
grid_full_prefix,0.25,20,20111122014130,1,1,both,True
grid_full_prefix,0.25,20,20111122151957,0,0,both,True
grid_full_prefix,0.25,20,20111123154525,0,0,both,True
grid_full_prefix,0.25,20,20111124020829,1,1,both,True
grid_full_prefix,0.25,20,20111124154938,0,0,both,True
grid_full_prefix,0.25,20,20111125014422,1,1,both,True
grid_full_prefix,0.25,20,20111125152106,0,0,both,True
grid_full_prefix,0.25,20,20111128015322,1,1,both,True
grid_full_prefix,0.25,20,20111128151537,0,0,both,True
grid_full_prefix,0.25,20,20111129015531,1,1,both,True
grid_full_prefix,0.25,20,20111129151955,0,0,both,True
grid_full_prefix,0.25,20,20111130015030,1,1,both,True
grid_full_prefix,0.25,20,20111130151807,0,0,both,True
grid_full_prefix,0.25,20,20111130152335,1,1,both,True
grid_full_prefix,0.25,20,20111201020105,1,1,both,True
grid_full_prefix,0.25,20,20111202020153,1,1,both,True
grid_full_prefix,0.25,20,20111206145735,0,0,both,True
grid_full_prefix,0.25,20,20111209015635,1,1,both,True
grid_full_prefix,0.25,20,20111213143458,0,0,both,True
grid_full_prefix,0.25,20,20111220145401,0,0,both,True
grid_full_prefix,0.25,20,20111221014028,1,1,both,True
grid_full_prefix,0.25,20,20111221150308,0,0,both,True
grid_full_prefix,0.25,20,20111222021305,1,1,both,True
grid_full_prefix,0.25,20,20111223015835,1,1,both,True
grid_full_prefix,0.25,20,20111227051001,0,0,both,True
grid_full_prefix,0.25,24,20090318010336,3,3,both,True
grid_full_prefix,0.25,24,20090319051300,3,3,both,True
grid_full_prefix,0.25,24,20090319232505,3,3,both,True
grid_full_prefix,0.25,24,20090320092600,3,3,both,True
grid_full_prefix,0.25,24,20090321000237,3,3,both,True
grid_full_prefix,0.25,24,20090321235532,3,3,both,True
grid_full_prefix,0.25,24,20090322063047,3,3,both,True
grid_full_prefix,0.25,24,20090323232430,1,1,both,True
grid_full_prefix,0.25,24,20090325001055,3,3,both,True
grid_full_prefix,0.25,24,20090325232230,3,3,both,True
grid_full_prefix,0.25,24,20090512010704,3,3,both,True
grid_full_prefix,0.25,24,20090512231006,3,3,both,True
grid_full_prefix,0.25,24,20090514001608,3,3,both,True
grid_full_prefix,0.25,24,20090515051736,3,3,both,True
grid_full_prefix,0.25,24,20090516000230,3,3,both,True
grid_full_prefix,0.25,24,20090518010033,3,3,both,True
grid_full_prefix,0.25,24,20090519002637,6,6,both,True
grid_full_prefix,0.25,24,20090519231433,3,3,both,True
grid_full_prefix,0.25,24,20090520231037,3,3,both,True
grid_full_prefix,0.25,24,20090522012954,6,6,both,True
grid_full_prefix,0.25,24,20090523001107,3,3,both,True
grid_full_prefix,0.25,24,20090524061723,3,3,both,True
grid_full_prefix,0.25,24,20090525230436,3,3,both,True
grid_full_prefix,0.25,24,20090526104409,3,3,both,True
grid_full_prefix,0.25,25,20090511025404,0,0,both,True
grid_full_prefix,0.25,25,20090511074253,0,0,both,True
grid_full_prefix,0.25,25,20090511120543,0,0,both,True
grid_full_prefix,0.25,25,20090512000606,115,115,both,True
grid_full_prefix,0.25,25,20090512082957,0,0,both,True
grid_full_prefix,0.25,25,20090513013740,0,0,both,True
grid_full_prefix,0.25,25,20090513105350,0,0,both,True
grid_full_prefix,0.25,25,20090514000001,0,0,both,True
grid_full_prefix,0.25,25,20090514015739,0,0,both,True
grid_full_prefix,0.25,25,20090514025341,0,0,both,True
grid_full_prefix,0.25,25,20090514100158,0,0,both,True
grid_full_prefix,0.25,25,20090515000000,40,40,both,True
grid_full_prefix,0.25,25,20090516044805,115,115,both,True
grid_full_prefix,0.25,25,20090516061230,115,115,both,True
grid_full_prefix,0.25,25,20090516105352,115,115,both,True
grid_full_prefix,0.25,25,20090517010002,47,47,both,True
grid_full_prefix,0.25,25,20090517055402,40,40,both,True
grid_full_prefix,0.25,25,20090517092755,40,40,both,True
grid_full_prefix,0.25,25,20090517120000,115,115,both,True
grid_full_prefix,0.25,25,20090518101843,40,40,both,True
grid_full_prefix,0.25,25,20090518121117,40,40,both,True
grid_full_prefix,0.25,25,20090519013040,51,51,both,True
grid_full_prefix,0.25,25,20090519122006,51,51,both,True
grid_full_prefix,0.25,25,20090520000243,38,38,both,True
grid_full_prefix,0.25,25,20090520114811,0,0,both,True
grid_full_prefix,0.25,25,20090520234651,111,111,both,True
grid_full_prefix,0.25,25,20090521042205,0,0,both,True
grid_full_prefix,0.25,25,20090521053513,0,0,both,True
grid_full_prefix,0.25,25,20090521235502,2,2,both,True
grid_full_prefix,0.25,25,20090522042917,0,0,both,True
grid_full_prefix,0.25,25,20090523000115,111,111,both,True
grid_full_prefix,0.25,25,20090523044126,0,0,both,True
grid_full_prefix,0.25,25,20090524000415,111,111,both,True
grid_full_prefix,0.25,25,20090524042347,0,0,both,True
grid_full_prefix,0.25,25,20090524075447,0,0,both,True
grid_full_prefix,0.25,25,20090525000736,0,0,both,True
grid_full_prefix,0.25,25,20090525040854,0,0,both,True
grid_full_prefix,0.25,25,20090525074414,0,0,both,True
grid_full_prefix,0.25,25,20090525081250,93,93,both,True
grid_full_prefix,0.25,25,20090525235606,111,111,both,True
grid_full_prefix,0.25,25,20090526044933,0,0,both,True
grid_full_prefix,0.25,25,20090526084328,0,0,both,True
grid_full_prefix,0.25,25,20090526235709,111,111,both,True
grid_full_prefix,0.25,25,20090527045639,0,0,both,True
grid_full_prefix,0.25,25,20090527092852,0,0,both,True
grid_full_prefix,0.25,25,20090528000132,111,111,both,True
grid_full_prefix,0.25,25,20090528043016,0,0,both,True
grid_full_prefix,0.25,25,20090528074406,0,0,both,True
grid_full_prefix,0.25,25,20090528104309,0,0,both,True
grid_full_prefix,0.25,25,20090528123505,0,0,both,True
grid_full_prefix,0.25,25,20090529021453,0,0,both,True
grid_full_prefix,0.25,25,20090529044013,0,0,both,True
grid_full_prefix,0.25,25,20090529081236,93,93,both,True
grid_full_prefix,0.25,25,20090529100124,0,0,both,True
grid_full_prefix,0.25,25,20090530000803,111,111,both,True
grid_full_prefix,0.25,25,20090530092855,0,0,both,True
grid_full_prefix,0.25,25,20090531000007,2,2,both,True
grid_full_prefix,0.25,25,20090531090700,93,93,both,True
grid_full_prefix,0.25,25,20090601104724,0,0,both,True
grid_full_prefix,0.25,25,20090601113739,0,0,both,True
grid_full_prefix,0.25,25,20090601121555,0,0,both,True
grid_full_prefix,0.25,25,20090602041611,111,111,both,True
grid_full_prefix,0.25,25,20090602101840,93,93,both,True
grid_full_prefix,0.25,25,20090603033735,0,0,both,True
grid_full_prefix,0.25,25,20090603102054,93,93,both,True
grid_full_prefix,0.25,25,20090604040956,111,111,both,True
grid_full_prefix,0.25,25,20090604104645,0,0,both,True
grid_full_prefix,0.25,25,20090605035359,0,0,both,True
grid_full_prefix,0.25,25,20090605094502,0,0,both,True
grid_full_prefix,0.25,25,20090605112034,0,0,both,True
grid_full_prefix,0.25,25,20090606005515,2,2,both,True
grid_full_prefix,0.25,25,20090606093819,0,0,both,True
grid_full_prefix,0.25,25,20090606120215,0,0,both,True
grid_full_prefix,0.25,25,20090606234144,115,115,both,True
grid_full_prefix,0.25,25,20090607113902,38,38,both,True
grid_full_prefix,0.25,25,20090608005335,38,38,both,True
grid_full_prefix,0.25,25,20090609012637,38,38,both,True
grid_full_prefix,0.25,25,20090609090605,38,38,both,True
grid_full_prefix,0.25,25,20090609112946,38,38,both,True
grid_full_prefix,0.25,25,20090610023300,38,38,both,True
grid_full_prefix,0.25,25,20090610095604,38,38,both,True
grid_full_prefix,0.25,25,20090610170259,0,0,both,True
grid_full_prefix,0.25,25,20090611085512,10,10,both,True
grid_full_prefix,0.25,25,20090611113001,0,0,both,True
grid_full_prefix,0.25,25,20090612040740,0,0,both,True
grid_full_prefix,0.25,25,20090612064142,0,0,both,True
grid_full_prefix,0.25,25,20090612130630,0,0,both,True
grid_full_prefix,0.25,25,20090612145033,0,0,both,True
grid_full_prefix,0.25,25,20090614050830,0,0,both,True
grid_full_prefix,0.25,25,20090614085036,98,98,both,True
grid_full_prefix,0.25,25,20090614123454,0,0,both,True
grid_full_prefix,0.25,25,20090615074716,10,10,both,True
grid_full_prefix,0.25,25,20090615132630,0,0,both,True
grid_full_prefix,0.25,25,20090615142743,0,0,both,True
grid_full_prefix,0.25,25,20090616000900,111,111,both,True
grid_full_prefix,0.25,25,20090616093056,0,0,both,True
grid_full_prefix,0.25,25,20090617042939,0,0,both,True
grid_full_prefix,0.25,25,20090617104840,0,0,both,True
grid_full_prefix,0.25,25,20090618010806,2,2,both,True
grid_full_prefix,0.25,25,20090618064236,93,93,both,True
grid_full_prefix,0.25,25,20090619002314,1,1,both,True
grid_full_prefix,0.25,25,20090619023451,13,13,both,True
grid_full_prefix,0.25,25,20090620001440,2,2,both,True
grid_full_prefix,0.25,25,20090620035727,0,0,both,True
grid_full_prefix,0.25,25,20090620092630,93,93,both,True
grid_full_prefix,0.25,25,20090621005632,2,2,both,True
grid_full_prefix,0.25,25,20090621094130,93,93,both,True
grid_full_prefix,0.25,25,20090621130111,0,0,both,True
grid_full_prefix,0.25,25,20090622001245,0,0,both,True
grid_full_prefix,0.25,25,20090622050547,0,0,both,True
grid_full_prefix,0.25,25,20090622092840,0,0,both,True
grid_full_prefix,0.25,25,20090623012719,0,0,both,True
grid_full_prefix,0.25,25,20090623042946,0,0,both,True
grid_full_prefix,0.25,25,20090623085109,0,0,both,True
grid_full_prefix,0.25,25,20090623100934,0,0,both,True
grid_full_prefix,0.25,25,20090623133306,93,93,both,True
grid_full_prefix,0.25,25,20090623153918,74,74,both,True
grid_full_prefix,0.25,25,20090624024641,0,0,both,True
grid_full_prefix,0.25,25,20090624081836,0,0,both,True
grid_full_prefix,0.25,25,20090625000008,74,74,both,True
grid_full_prefix,0.25,25,20090625034002,0,0,both,True
grid_full_prefix,0.25,25,20090626071038,0,0,both,True
grid_full_prefix,0.25,25,20090626115640,0,0,both,True
grid_full_prefix,0.25,25,20090626142016,0,0,both,True
grid_full_prefix,0.25,25,20090627022716,0,0,both,True
grid_full_prefix,0.25,25,20090627065710,0,0,both,True
grid_full_prefix,0.25,25,20090628101336,0,0,both,True
grid_full_prefix,0.25,25,20090629002542,0,0,both,True
grid_full_prefix,0.25,25,20090629013154,10,10,both,True
grid_full_prefix,0.25,25,20090629081014,0,0,both,True
grid_full_prefix,0.25,25,20090630074500,0,0,both,True
grid_full_prefix,0.25,25,20090630110602,0,0,both,True
grid_full_prefix,0.25,25,20090630123834,0,0,both,True
grid_full_prefix,0.25,25,20090701084100,0,0,both,True
grid_full_prefix,0.25,25,20090701091446,0,0,both,True
grid_full_prefix,0.25,25,20090701143746,0,0,both,True
grid_full_prefix,0.25,25,20090701165346,0,0,both,True
grid_full_prefix,0.25,25,20090702025218,0,0,both,True
grid_full_prefix,0.25,25,20090702091404,0,0,both,True
grid_full_prefix,0.25,25,20090702114731,0,0,both,True
grid_full_prefix,0.25,25,20090703013710,0,0,both,True
grid_full_prefix,0.25,25,20090703022251,0,0,both,True
grid_full_prefix,0.25,25,20090703053357,0,0,both,True
grid_full_prefix,0.25,25,20090703093956,0,0,both,True
grid_full_prefix,0.25,25,20090703135348,0,0,both,True
grid_full_prefix,0.25,25,20090704042738,0,0,both,True
grid_full_prefix,0.25,25,20090704101609,0,0,both,True
grid_full_prefix,0.25,25,20090705044519,0,0,both,True
grid_full_prefix,0.25,25,20090705093145,0,0,both,True
grid_full_prefix,0.25,25,20090705142119,0,0,both,True
grid_full_prefix,0.25,25,20090705234132,0,0,both,True
grid_full_prefix,0.25,25,20090706033701,0,0,both,True
grid_full_prefix,0.25,25,20090706042627,0,0,both,True
grid_full_prefix,0.25,25,20090706112513,0,0,both,True
grid_full_prefix,0.25,25,20090706124423,0,0,both,True
grid_full_prefix,0.25,25,20090707072302,0,0,both,True
grid_full_prefix,0.25,25,20090707091545,0,0,both,True
grid_full_prefix,0.25,25,20090708020049,0,0,both,True
grid_full_prefix,0.25,25,20090708032528,0,0,both,True
grid_full_prefix,0.25,25,20090708083822,32,32,both,True
grid_full_prefix,0.25,25,20090708112912,38,38,both,True
grid_full_prefix,0.25,25,20090709001109,40,40,both,True
grid_full_prefix,0.25,25,20090710102416,40,40,both,True
grid_full_prefix,0.25,25,20090710134415,40,40,both,True
grid_full_prefix,0.25,25,20090711073706,51,51,both,True
grid_full_prefix,0.25,25,20090711091028,40,40,both,True
grid_full_prefix,0.25,26,20090321063103,0,0,both,True
grid_full_prefix,0.25,26,20090321235040,0,0,both,True
grid_full_prefix,0.25,26,20090325081528,0,0,both,True
grid_full_prefix,0.25,26,20090405033104,0,0,both,True
grid_full_prefix,0.25,26,20090405164834,0,0,both,True
grid_full_prefix,0.25,26,20090407094503,0,0,both,True
grid_full_prefix,0.25,26,20090408040922,0,0,both,True
grid_full_prefix,0.25,26,20090411011503,0,0,both,True
grid_full_prefix,0.25,26,20090414091952,0,0,both,True
grid_full_prefix,0.25,26,20090415014804,0,0,both,True
grid_full_prefix,0.25,26,20090418032222,0,0,both,True
grid_full_prefix,0.25,28,20090408000034,12,12,both,True
grid_full_prefix,0.25,28,20090408091659,2,2,both,True
grid_full_prefix,0.25,28,20090408234136,12,12,both,True
grid_full_prefix,0.25,28,20090410052703,2,2,both,True
grid_full_prefix,0.25,28,20090413091309,2,2,both,True
grid_full_prefix,0.25,28,20090413222107,3,3,both,True
grid_full_prefix,0.25,28,20090414104608,2,2,both,True
grid_full_prefix,0.25,28,20090414222138,3,3,both,True
grid_full_prefix,0.25,28,20090415080832,2,2,both,True
grid_full_prefix,0.25,28,20090416091157,2,2,both,True
grid_full_prefix,0.25,28,20090416222138,3,3,both,True
grid_full_prefix,0.25,28,20090417073556,2,2,both,True
grid_full_prefix,0.25,28,20090420091753,2,2,both,True
grid_full_prefix,0.25,28,20090420222226,3,3,both,True
grid_full_prefix,0.25,28,20090421093501,2,2,both,True
grid_full_prefix,0.25,28,20090421222226,3,3,both,True
grid_full_prefix,0.25,29,20090310075634,0,0,both,True
grid_full_prefix,0.25,29,20090310230051,1,1,both,True
grid_full_prefix,0.25,29,20090311225433,1,1,both,True
grid_full_prefix,0.25,29,20090312112334,0,0,both,True
grid_full_prefix,0.25,29,20090312231752,1,1,both,True
grid_full_prefix,0.25,29,20090313090729,0,0,both,True
grid_full_prefix,0.25,29,20090315225504,1,1,both,True
grid_full_prefix,0.25,29,20090316090503,0,0,both,True
grid_full_prefix,0.25,29,20090317225758,1,1,both,True
grid_full_prefix,0.25,29,20090318090128,0,0,both,True
grid_full_prefix,0.25,29,20090321022628,0,0,both,True
grid_full_prefix,0.25,35,20090407073512,0,0,both,True
grid_full_prefix,0.25,35,20090407210407,0,0,both,True
grid_full_prefix,0.25,35,20090409210105,0,0,both,True
grid_full_prefix,0.25,35,20090411000535,0,0,both,True
grid_full_prefix,0.25,35,20090412205936,1,1,both,True
grid_full_prefix,0.25,35,20090413063915,0,0,both,True
grid_full_prefix,0.25,35,20090413210306,1,1,both,True
grid_full_prefix,0.25,35,20090414210553,0,0,both,True
grid_full_prefix,0.25,35,20090415210305,0,0,both,True
grid_full_prefix,0.25,35,20090416210531,0,0,both,True
grid_full_prefix,0.25,35,20090418035753,0,0,both,True
grid_full_prefix,0.25,35,20090419210937,0,0,both,True
grid_full_prefix,0.25,35,20090420064050,0,0,both,True
grid_full_prefix,0.25,35,20090420205905,0,0,both,True
grid_full_prefix,0.25,35,20090421205900,0,0,both,True
grid_full_prefix,0.25,35,20090422210636,0,0,both,True
grid_full_prefix,0.25,35,20090426050031,0,0,both,True
grid_full_prefix,0.25,35,20090426132556,0,0,both,True
grid_full_prefix,0.25,35,20090426211055,0,0,both,True
grid_full_prefix,0.25,36,20090407033154,8,8,both,True
grid_full_prefix,0.25,36,20090408094615,8,8,both,True
grid_full_prefix,0.25,36,20090409012524,8,8,both,True
grid_full_prefix,0.25,36,20090410053505,8,8,both,True
grid_full_prefix,0.25,36,20090411021801,8,8,both,True
grid_full_prefix,0.25,36,20090412125703,8,8,both,True
grid_full_prefix,0.25,36,20090413034508,8,8,both,True
grid_full_prefix,0.25,36,20090417083536,8,8,both,True
grid_full_prefix,0.25,36,20090418004038,4,4,both,True
grid_full_prefix,0.25,36,20090419025430,4,4,both,True
grid_full_prefix,0.25,36,20090423102604,8,8,both,True
grid_full_prefix,0.25,36,20090424112604,8,8,both,True
grid_full_prefix,0.25,36,20090426095159,5,5,both,True
grid_full_prefix,0.25,36,20090702005634,9,9,both,True
grid_full_prefix,0.25,36,20090705231822,4,4,both,True
grid_full_prefix,0.25,36,20090707011733,4,4,both,True
grid_full_prefix,0.25,36,20090708012505,4,4,both,True
grid_full_prefix,0.25,36,20090709003722,4,4,both,True
grid_full_prefix,0.25,37,20090412233403,0,0,both,True
grid_full_prefix,0.25,37,20090413051250,0,0,both,True
grid_full_prefix,0.25,37,20090414235037,17,17,both,True
grid_full_prefix,0.25,37,20090415021434,0,0,both,True
grid_full_prefix,0.25,37,20090415053841,0,0,both,True
grid_full_prefix,0.25,37,20090415095346,0,0,both,True
grid_full_prefix,0.25,37,20090416000510,0,0,both,True
grid_full_prefix,0.25,37,20090416015706,0,0,both,True
grid_full_prefix,0.25,37,20090416060054,0,0,both,True
grid_full_prefix,0.25,37,20090416105528,0,0,both,True
grid_full_prefix,0.25,37,20090416231030,0,0,both,True
grid_full_prefix,0.25,37,20090417084221,0,0,both,True
grid_full_prefix,0.25,37,20090418004033,0,0,both,True
grid_full_prefix,0.25,37,20090418025919,0,0,both,True
grid_full_prefix,0.25,37,20090418071235,0,0,both,True
